Alpha,T1_Re1.000_M0.00_N9.0, , Alpha,T1_Re2.000_M0.00_N9.0, , Alpha,T1_Re3.000_M0.00_N9.0, , Alpha,T1_Re4.000_M0.00_N9.0, , Alpha,T1_Re5.000_M0.00_N9.0, , Alpha,T1_Re6.000_M0.00_N9.0, , Alpha,T1_Re7.000_M0.00_N9.0, , Alpha,T1_Re8.000_M0.00_N9.0, , Alpha,T1_Re9.000_M0.00_N9.0, , Alpha,T1_Re10.000_M0.00_N9.0, , 
          4.4,     0.7287825, ,           4.2,     0.7179742, ,           3.4,     0.6317412, ,           4.2,     0.7263576, ,           3.8,     0.6827818, ,           7.2,       1.06052, ,          10.2,      1.376633, ,           5.8,     0.9136004, ,           4.6,     0.7788484, ,           4.4,     0.7567256, , 
          4.6,     0.7513226, ,           4.4,     0.7406197, ,           3.6,     0.6545697, ,           4.4,     0.7488182, ,             4,     0.7057007, ,           7.4,      1.081883, ,          10.4,      1.396945, ,             6,     0.9357328, ,           4.8,     0.8017083, ,           4.8,     0.8025414, , 
          4.8,     0.7737691, ,           4.6,      0.763336, ,           3.8,     0.6774207, ,           4.6,     0.7714326, ,           4.2,     0.7282368, ,           7.6,      1.103103, ,          10.6,       1.41774, ,           6.2,     0.9580505, ,             5,     0.8245016, ,             5,     0.8254084, , 
            5,     0.7958826, ,           4.8,     0.7859386, ,           4.2,     0.7231687, ,             5,     0.8161589, ,           4.4,     0.7509326, ,           7.8,      1.124166, ,          10.8,      1.438805, ,           6.4,     0.9804242, ,           5.2,     0.8472335, ,           5.2,     0.8482038, , 
          5.2,      0.817965, ,             5,     0.8080841, ,           4.4,     0.7459639, ,           5.2,     0.8385676, ,           4.6,     0.7735018, ,             8,      1.145051, ,            11,      1.459894, ,           6.6,      1.002423, ,           5.4,     0.8699235, ,           5.4,     0.8709466, , 
          5.4,      0.840178, ,           5.2,     0.8302464, ,           4.6,     0.7684077, ,           5.4,     0.8609498, ,           4.8,      0.795867, ,           8.2,      1.165737, ,          11.2,      1.481024, ,           6.8,      1.023487, ,           5.6,     0.8926505, ,           5.6,     0.8936385, , 
          5.6,     0.8611766, ,           5.4,     0.8522774, ,           4.8,     0.7908261, ,           5.6,     0.8831317, ,             5,     0.8184136, ,           8.4,      1.186269, ,          11.4,      1.502116, ,           8.6,      1.213687, ,           5.8,     0.9151289, ,           6.2,     0.9612545, , 
          5.8,     0.8830341, ,           5.6,     0.8744719, ,             5,     0.8129067, ,           5.8,     0.9054133, ,           5.2,     0.8407719, ,           8.6,       1.20579, ,          11.6,      1.523141, ,           8.8,      1.235569, ,             6,      0.937535, ,           6.4,     0.9836982, , 
            6,      0.904722, ,           5.8,     0.8965837, ,           5.2,      0.835329, ,             6,     0.9274683, ,           5.4,     0.8629097, ,           8.8,      1.225481, ,          11.8,      1.544089, ,             9,      1.257138, ,           6.2,     0.9598472, ,           6.6,      1.006194, , 
          6.2,     0.9261212, ,             6,     0.9186056, ,           5.4,     0.8576627, ,           6.2,     0.9493189, ,           5.6,     0.8849819, ,             9,      1.244737, ,            12,      1.564999, ,           9.2,      1.278581, ,           6.4,      0.982296, ,           6.8,      1.028636, , 
          6.4,     0.9471436, ,           6.2,     0.9405183, ,           5.6,     0.8799815, ,           6.4,     0.9708939, ,           5.8,     0.9071796, ,           9.2,      1.263313, ,          12.2,      1.586358, ,           9.4,      1.300014, ,           6.6,      1.004732, ,             7,      1.050849, , 
          6.6,     0.9679423, ,           6.4,     0.9623488, ,           5.8,      0.902183, ,           6.6,     0.9924539, ,             6,     0.9291731, ,           9.4,      1.280688, ,          12.4,      1.607087, ,           9.6,      1.321417, ,           6.8,        1.0269, ,           7.2,      1.072914, , 
          6.8,     0.9884951, ,           6.6,     0.9840411, ,             6,     0.9242629, ,           6.8,      1.013999, ,           6.2,     0.9508597, ,           9.6,      1.295059, ,          12.8,      1.648379, ,           9.8,      1.342779, ,             7,      1.048807, ,           7.4,      1.094907, , 
            7,      1.008784, ,           6.8,      1.005591, ,           6.2,     0.9462253, ,             7,      1.035413, ,           6.4,     0.9726429, ,           9.8,      1.322875, ,            13,      1.669489, ,            10,      1.364105, ,           7.2,      1.070464, ,           7.6,      1.116754, , 
          7.2,      1.028888, ,             7,      1.026976, ,           6.4,     0.9680603, ,           7.2,      1.056666, ,           6.6,     0.9943097, ,            10,      1.344337, ,          13.2,       1.69068, ,          10.2,      1.385397, ,           7.4,      1.091824, ,           7.8,      1.138453, , 
          7.4,      1.049023, ,           7.2,      1.048195, ,           6.6,     0.9896748, ,           7.4,      1.077756, ,           6.8,      1.015854, ,          10.2,      1.365592, ,          13.4,      1.711777, ,          10.4,      1.405635, ,           7.6,      1.112907, ,             8,      1.160022, , 
          7.6,      1.069025, ,           7.6,      1.090228, ,             7,      1.032577, ,           7.6,       1.09867, ,             7,      1.037272, ,          10.4,      1.386711, ,          13.6,      1.733703, ,          10.6,      1.426694, ,           7.8,      1.133827, ,           8.2,      1.181496, , 
          7.8,      1.088566, ,           7.8,      1.110979, ,           7.2,      1.053872, ,           7.8,      1.119398, ,           7.2,      1.058555, ,          10.8,      1.427376, ,          13.8,      1.753561, ,          10.8,      1.447899, ,             8,      1.154765, ,           8.4,       1.20396, , 
            8,      1.107656, ,             8,      1.131528, ,           7.4,      1.074992, ,           8.2,      1.160348, ,           7.4,      1.079694, ,            11,      1.448317, ,            14,      1.772901, ,            11,      1.469105, ,           8.2,      1.175842, ,           8.6,      1.225671, , 
          8.2,      1.126507, ,           8.2,      1.151864, ,           7.6,      1.095933, ,           8.4,      1.180483, ,             8,      1.142313, ,          11.2,      1.469229, ,          14.2,      1.791978, ,          11.2,      1.490272, ,           8.4,      1.199261, ,           8.8,      1.247273, , 
          8.4,      1.144981, ,           8.4,      1.171982, ,           7.8,      1.116684, ,           8.6,      1.199779, ,           8.2,      1.162797, ,          11.4,      1.490094, ,          14.6,      1.829542, ,          11.4,      1.511381, ,           8.6,      1.221099, ,             9,       1.26883, , 
          8.6,      1.163064, ,           8.6,      1.191857, ,           8.2,       1.15767, ,           8.8,      1.219078, ,           8.4,      1.183031, ,          11.6,      1.510976, ,          14.8,      1.847997, ,          11.6,      1.532472, ,           8.8,      1.242626, ,           9.2,      1.290336, , 
          8.8,       1.18105, ,           8.8,       1.21151, ,           8.4,      1.177847, ,             9,      1.237965, ,           8.6,      1.202242, ,          11.8,      1.531792, ,            15,      1.866176, ,          11.8,       1.55349, ,             9,      1.264066, ,           9.4,      1.311798, , 
            9,      1.198475, ,             9,      1.230896, ,           8.6,      1.197485, ,           9.2,      1.256309, ,           8.8,      1.221563, ,            12,      1.552526, ,          15.2,      1.884168, ,            12,      1.574748, ,           9.2,      1.285464, ,           9.6,      1.333221, , 
          9.2,      1.215434, ,           9.2,      1.249995, ,           8.8,       1.21701, ,           9.4,       1.27385, ,             9,      1.240507, ,          12.4,      1.594409, ,          15.4,       1.90184, ,          12.2,      1.595645, ,           9.4,      1.306836, ,           9.8,      1.354608, , 
          9.4,      1.231664, ,           9.4,      1.268781, ,             9,      1.236216, ,           9.6,      1.289969, ,           9.2,      1.258731, ,          12.6,      1.614914, ,          15.6,      1.919051, ,          12.4,      1.616369, ,           9.6,      1.328185, ,            10,      1.375956, , 
          9.6,      1.247297, ,           9.6,      1.287259, ,           9.2,      1.255085, ,           9.8,        1.3029, ,           9.4,      1.275752, ,            13,      1.655712, ,          15.8,      1.935764, ,          12.6,      1.637148, ,           9.8,      1.349561, ,          10.2,       1.39732, , 
          9.8,      1.262278, ,           9.8,       1.30533, ,           9.4,      1.273492, ,            10,      1.303882, ,           9.6,      1.290125, ,          13.2,      1.676644, ,            16,      1.951858, ,          12.8,      1.658216, ,            10,       1.37093, ,          10.4,      1.417979, , 
           10,      1.276563, ,            10,      1.322941, ,           9.6,      1.291263, ,          10.2,      1.328935, ,           9.8,       1.30686, ,          13.4,      1.697785, ,          16.2,      1.967153, ,            13,      1.679337, ,          10.2,      1.392265, ,          10.6,      1.439175, , 
         10.2,      1.289958, ,          10.2,      1.340001, ,           9.8,      1.308153, ,          10.4,      1.351224, ,          10.2,       1.35099, ,          13.6,      1.720766, ,          16.4,       1.98157, ,          13.2,      1.700338, ,          10.4,      1.412665, ,          10.8,      1.460377, , 
         10.4,      1.302551, ,          10.4,      1.356402, ,            10,      1.323652, ,          10.6,      1.372492, ,          10.4,      1.372194, ,          13.8,      1.741643, ,          16.6,      1.995002, ,          13.4,      1.721012, ,          10.6,      1.433794, ,            11,      1.481539, , 
         10.6,      1.314406, ,          10.6,      1.371867, ,          10.2,      1.336442, ,          10.8,      1.392011, ,          10.6,      1.391998, ,          14.2,       1.78067, ,          16.8,      2.006751, ,          13.8,      1.761245, ,          10.8,      1.454982, ,          11.4,      1.523744, , 
         10.8,      1.325582, ,          10.8,      1.386269, ,          10.6,      1.338236, ,          11.2,      1.432687, ,          10.8,      1.412561, ,          14.4,      1.799477, ,            17,      2.010982, ,            14,      1.780592, ,            11,      1.476206, ,          11.6,      1.544771, , 
           11,      1.335913, ,            11,      1.398086, ,          10.8,       1.36004, ,          11.4,      1.452844, ,            11,      1.433245, ,          14.6,      1.818023, ,          17.2,      2.021968, ,          14.2,      1.799757, ,          11.2,      1.497392, ,          11.8,      1.566023, , 
         11.2,      1.345529, ,          11.2,      1.402916, ,            11,      1.379709, ,          11.6,      1.472857, ,          11.2,      1.453899, ,          14.8,      1.836338, ,          17.4,       2.03055, ,          14.4,      1.818779, ,          11.4,      1.518504, ,            12,      1.586734, , 
         11.4,      1.354838, ,          11.4,      1.351364, ,          11.2,      1.399734, ,          11.8,      1.492792, ,          11.4,      1.474475, ,            15,      1.854358, ,          17.6,      2.037802, ,          14.6,      1.837579, ,          11.6,      1.539529, ,          12.4,      1.628497, , 
         11.6,      1.363565, ,          11.6,      1.369208, ,          11.4,      1.419358, ,            12,       1.51264, ,          11.6,      1.494972, ,          15.2,      1.872129, ,          17.8,      2.041522, ,          14.8,      1.856159, ,          11.8,      1.560548, ,          12.6,      1.649489, , 
         11.8,      1.371392, ,          11.8,      1.386117, ,          12.2,      1.495299, ,          12.2,      1.532362, ,          11.8,      1.515464, ,          15.4,      1.889638, ,            18,      2.044445, ,            15,      1.874516, ,            12,      1.581665, ,          12.8,      1.670378, , 
           12,      1.378095, ,            12,      1.402247, ,          12.4,      1.513807, ,          12.4,      1.552416, ,            12,       1.53588, ,          15.6,      1.906836, ,          18.2,      2.047675, ,          15.2,      1.892485, ,          12.2,      1.602499, ,            13,      1.691067, , 
         12.2,      1.382479, ,          12.2,      1.417596, ,          12.6,      1.532356, ,          12.6,      1.572061, ,          12.2,       1.55659, ,          15.8,        1.9236, ,          18.4,      2.050789, ,          15.4,      1.910022, ,          12.4,      1.623262, ,          13.2,      1.711501, , 
         12.4,       1.38073, ,          12.4,      1.432184, ,          12.8,      1.550492, ,          12.8,      1.591502, ,          12.4,      1.577035, ,            16,      1.939866, ,          18.6,      2.053441, ,          15.6,      1.927127, ,          12.6,      1.644231, ,          13.4,      1.731662, , 
         12.6,      1.376271, ,          12.6,       1.44552, ,            13,      1.568412, ,            13,      1.610797, ,          12.6,      1.597266, ,          16.2,      1.955482, ,          18.8,       2.05566, ,          15.8,      1.943623, ,          12.8,      1.665303, ,          13.8,      1.771169, , 
         12.8,      1.369556, ,          12.8,      1.456914, ,          13.2,      1.586092, ,          13.2,      1.630002, ,          12.8,      1.617342, ,          16.4,      1.970261, ,            19,      2.057201, ,            16,      1.959449, ,            13,      1.686228, ,            14,      1.790701, , 
           13,      1.358984, ,            13,      1.464759, ,          13.4,      1.603493, ,          13.4,      1.649028, ,            13,      1.637305, ,          16.6,      1.983981, ,          19.2,      2.058103, ,          16.2,      1.974617, ,          13.2,      1.706884, ,          14.4,      1.829229, , 
         13.2,      1.343878, ,          13.2,      1.471064, ,          13.6,      1.620634, ,          13.6,      1.667884, ,          13.2,      1.657179, ,          16.8,      1.996317, ,          19.4,      2.058189, ,          16.4,      1.989102, ,          13.4,      1.727452, ,          14.6,      1.848095, , 
         13.4,      1.324388, ,          13.4,      1.478088, ,          13.8,       1.63748, ,          13.8,       1.68809, ,          13.4,      1.677424, ,            17,      2.006363, ,          19.6,      2.057605, ,          16.6,      2.002544, ,          13.6,      1.747237, ,          14.8,       1.86664, , 
         13.6,      1.301092, ,          13.8,      1.491369, ,            14,      1.653954, ,            14,      1.709532, ,          13.6,      1.698116, ,          17.6,      2.002194, ,          19.8,      2.055827, ,          16.8,      2.011869, ,          13.8,      1.766821, ,            15,      1.884832, , 
         13.8,      1.269539, ,            14,      1.497216, ,          14.2,      1.671073, ,          14.2,      1.729922, ,          13.8,      1.721584, ,          17.8,      2.004766, ,            20,      2.053173, ,            17,      2.025185, ,            14,      1.786266, ,          15.2,      1.902547, , 
           16,     0.9604921, ,          14.2,      1.502428, ,          14.4,      1.688596, ,          14.4,      1.749789, ,            14,      1.742435, ,            18,       2.00708, , , , ,          17.2,      2.037768, ,          14.2,      1.805564, ,          15.4,      1.919808, , 
         16.2,     0.9668574, ,          14.4,      1.506742, ,          14.6,      1.705578, ,          14.6,      1.768999, ,          14.2,      1.762452, ,          18.2,      2.008952, , , , ,          17.4,      2.049467, ,          14.4,      1.824658, ,          15.6,      1.936677, , 
         16.4,     0.9733241, ,          14.6,      1.510137, ,          14.8,      1.721589, ,          14.8,      1.787424, ,          14.4,      1.781721, ,          18.4,      2.010356, , , , ,          17.6,      2.058891, ,          14.6,      1.843566, ,          15.8,       1.95316, , 
         16.6,     0.9798961, ,          14.8,      1.512173, ,            15,      1.736659, ,            15,      1.805016, ,          14.6,      1.800179, ,          18.6,      2.011032, , , , ,          17.8,      2.066695, ,          14.8,      1.862189, ,            16,      1.969293, , 
         16.8,     0.9864819, ,            15,      1.512626, ,          15.4,      1.762372, ,          15.2,       1.82171, ,          14.8,      1.818275, ,          18.8,      2.010949, , , , ,            18,       2.07267, ,            15,      1.880451, ,          16.2,      1.985003, , 
           17,     0.9932053, ,          15.2,      1.510754, ,          15.6,       1.77163, ,          15.4,      1.838089, ,            15,      1.836079, ,            19,      2.009987, , , , ,          18.2,      2.075372, ,          15.2,      1.898351, ,          16.4,      1.999878, , 
         17.2,     0.9997114, ,          15.4,      1.505526, ,          15.8,      1.781579, ,          15.6,      1.854111, ,          15.2,      1.853593, ,          19.2,      2.008065, , , , ,          18.4,      2.079005, ,          15.4,      1.915762, ,          16.6,      2.014277, , 
         17.4,      1.006443, ,          15.6,      1.494288, ,            16,      1.791674, ,          15.8,      1.869659, ,          15.4,      1.870719, ,          19.4,      2.004979, , , , ,          18.6,      2.082612, ,          15.6,      1.932621, ,          16.8,      2.029396, , 
         17.6,      1.013148, ,          15.8,      1.460989, ,          16.2,      1.801205, ,            16,      1.884601, ,          15.6,      1.887565, ,          19.6,       2.00074, , , , ,          18.8,      2.085927, ,          15.8,      1.948968, ,            17,      2.044028, , 
         17.8,      1.019851, , , , ,          16.4,      1.810144, ,          16.2,      1.898328, ,          15.8,      1.904027, ,          19.8,      1.994846, , , , ,          19.6,      2.094243, ,            16,      1.964863, ,          17.2,      2.058093, , 
           18,      1.026417, , , , ,          16.6,      1.818933, ,          16.4,      1.910746, ,            16,      1.920058, ,            20,      1.987333, , , , ,            20,      1.211011, ,          16.2,      1.980248, ,          17.4,      2.071571, , 
         18.2,      1.032094, , , , ,          16.8,      1.827472, ,          16.6,      1.922434, ,          16.2,      1.935614, , , , , , , , , , ,          16.6,      2.007063, ,          17.6,      2.084398, , 
         18.4,      1.037074, , , , ,            17,      1.835735, ,          16.8,       1.93177, ,          16.4,      1.950546, , , , , , , , , , ,          16.8,      2.021665, ,          17.8,      2.096277, , 
         18.6,       1.04352, , , , ,          17.2,      1.843641, ,            17,      1.939207, ,          16.6,      1.964552, , , , , , , , , , ,            17,        2.0357, ,            18,      2.105905, , 
, , , , , ,          17.4,      1.851317, ,          17.2,      1.946793, ,          16.8,      1.977236, , , , , , , , , , ,          17.2,      2.049185, ,          18.2,      2.114059, , 
, , , , , ,          17.6,      1.858297, ,          17.4,      1.953565, ,            17,      1.987256, , , , , , , , , , ,          17.4,      2.061971, ,          18.4,      2.120712, , 
, , , , , ,          17.8,      1.864392, ,          17.6,      1.959044, ,          17.2,      1.994582, , , , , , , , , , ,          18.2,      2.098593, ,          18.6,      2.123611, , 
, , , , , ,            18,      1.868982, ,          18.4,      1.752987, ,          17.6,        1.9453, , , , , , , , , , ,          18.4,      2.101259, ,            19,      2.131693, , 
, , , , , ,          18.2,      1.871776, , , , ,          17.8,      1.945244, , , , , , , , , , ,          18.6,      2.105094, ,          19.2,      2.135622, , 
, , , , , ,          18.4,      1.871829, , , , ,            18,      1.944345, , , , , , , , , , ,          18.8,      2.108946, ,          19.4,      2.139199, , 
, , , , , ,          18.6,      1.867506, , , , ,          18.2,      1.942459, , , , , , , , , , ,            19,      2.112685, , , , , 
, , , , , ,          18.8,      1.855776, , , , ,          18.4,      1.939575, , , , , , , , , , ,          19.2,      2.116041, , , , , 
, , , , , ,            19,      1.838638, , , , ,          18.6,       1.93535, , , , , , , , , , ,          19.4,      2.118894, , , , , 
, , , , , ,          19.2,      1.815971, , , , ,          18.8,      1.929374, , , , , , , , , , ,          19.6,      2.121273, , , , , 
, , , , , ,          19.4,      1.789465, , , , ,            19,      1.921919, , , , , , , , , , ,          19.8,      2.122947, , , , , 
, , , , , ,          19.6,      1.758862, , , , ,          19.2,      1.912528, , , , , , , , , , ,            20,      2.123957, , , , , 
, , , , , ,          19.8,      1.719834, , , , ,          19.4,      1.900553, , , , , , , , , , , , , , , , , 
, , , , , , , , , , , ,          19.6,      1.885091, , , , , , , , , , , , , , , , , 
, , , , , , , , , , , ,          19.8,      1.864892, , , , , , , , , , , , , , , , , 

